,CD_IN,MD_VB_DT,NN_IN_CD,_allow_,SubTrees,Noun,_interface_,VB_JJ_IN,Adverb,VB_DT,_use_,VB_TO,VB_CD,_meeting_,MD_VB,VB_IN,Modal,_shall_allow_,TO_DT_NN,MD_VB_NNS,_preferred_,MD_VB_RB,RB_NNS,VBG_TO,_status_,_software_,Adjective,VBN_IN_NNS,NNS_IN_DT,_report_,VB_DT_NN,IN_NN_NN,VB_CC,_access_,_let_,VB_NNS,CD_IN_DT,NN_NN_CC,_limited_,NN_NNS,NN_TO,Verb,VB_NN_NNS,VBP_VBN,VBN_TO_VB,NNS_MD,_operate_,_server_,Length,DT_NN,MD_VB_IN,_player_,NN_CD_IN,NN_IN_NNS,_response_time_,_handle_,_streaming_server_,_shall_include_,VB_VBN_IN,CD_NNS_CD,_automatically_,NN_TO_VB,VB_DT_JJ,Words,_include_,_team_,_product_shall_allow_,NNS_IN_CD,IN_VBN_IN,_application_shall_,VBN_NN,DT_VBG,_hit_,RB_JJ,_authorized_,_prior_,NN_NNS_CC,_shall_,NNS_TO,JJR_IN_CD,_search_,NNS_NNS,IN_NN_IN,_record_,NNS_IN_JJ,_ability_,CC_JJ_NN,_installed_,_including_,JJ_MD,DT_JJ_JJ,JJR_IN,VB_TO_DT,VB_CD_NNS,CD_NN,_cohort_,CD_CD,IN_NNS,WP_MD_VB,DT_NN_TO,RequirementText,ProjectID,Class,OnlyQuality,IsFunctional
0,0,1,0,0,4,0.214285714,0,0,0,1,0,0,0,0,1,0,0.142857143,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.071428571,0,0,0,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,F,1,0
1,0,0,0,0,4,0.1,0,0,0,1,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.15,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,1,0,0,128,1,0,0,0,0,0,0,0,0,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,1,0
2,0,1,0,0,5,0.266666667,0,0,0.066666667,1,0,0,0,0,1,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.066666667,0,0,0,0,0,0,168,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
3,0,1,0,0,4,0.342105263,0,0,0,1,0,0,0,0,1,0,0.052631579,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.157894737,0,0,0,0,0,0,220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
4,0,1,0,0,5,0.051282051,0,0,0,1,0,0,0,0,1,0,0.025641026,0,1,0,0,0,0,0,0,0,0.076923077,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.025641026,0,0,0,0,0,0,235,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
5,0,0,0,0,3,0.076923077,0,0,0.076923077,0,0,0,0,0,1,0,0.076923077,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
6,0,1,0,0,3,0.142857143,0,0,0.085714286,1,0,0,0,0,1,0,0.028571429,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.028571429,0,0,0,0,0,0,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
7,0,0,0,0,2,0.266666667,0,0,0,0,0,0,0,0,1,0,0.066666667,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.066666667,0,0,0,1,0,0,104,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,1,0
8,0,1,0,0,3,0.060606061,0,0,0,1,0,0,0,0,1,1,0.03030303,0,1,0,0,0,0,0,0,0,0.060606061,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.060606061,0,0,0,0,0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
9,0,1,0,0,3,0.043478261,0,0,0,1,0,0,0,0,1,0,0.043478261,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.086956522,0,0,0,0,0,0,145,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
